before_id,after_id,iou,before_h_m,after_h_m,delta_m,class,area_m2,reason
724,724,1.0,24.12,24.12,0.0,INCONCLUSIVE,29.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.0 m here) -- damage cannot be ruled out at this precision"
723,723,1.0,14.98,14.98,0.0,INCONCLUSIVE,29.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
720,720,1.0,16.69,16.69,0.0,INCONCLUSIVE,29.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.2 m here) -- damage cannot be ruled out at this precision"
718,718,1.0,15.56,15.56,0.0,INCONCLUSIVE,29.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
717,717,1.0,15.17,15.17,0.0,INCONCLUSIVE,29.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
715,715,1.0,15.79,15.79,0.0,INCONCLUSIVE,30.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
714,714,1.0,17.76,17.76,0.0,INCONCLUSIVE,30.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.4 m here) -- damage cannot be ruled out at this precision"
713,713,1.0,15.05,15.05,0.0,INCONCLUSIVE,30.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
712,712,1.0,15.77,15.77,0.0,INCONCLUSIVE,30.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
711,711,1.0,9.96,9.96,0.0,INCONCLUSIVE,30.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
709,709,1.0,24.38,24.38,0.0,INCONCLUSIVE,30.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
708,708,1.0,15.89,15.89,0.0,INCONCLUSIVE,30.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
707,707,1.0,16.53,16.53,0.0,INCONCLUSIVE,30.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
706,706,1.0,16.14,16.14,0.0,INCONCLUSIVE,30.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
701,701,1.0,19.37,19.37,0.0,INCONCLUSIVE,30.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.8 m here) -- damage cannot be ruled out at this precision"
700,700,1.0,16.23,16.23,0.0,INCONCLUSIVE,30.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
698,698,1.0,16.52,16.52,0.0,INCONCLUSIVE,31.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
696,696,1.0,15.02,15.02,0.0,INCONCLUSIVE,31.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
695,695,1.0,17.61,17.61,0.0,INCONCLUSIVE,31.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.4 m here) -- damage cannot be ruled out at this precision"
693,693,1.0,15.65,15.65,0.0,INCONCLUSIVE,31.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
689,689,1.0,15.85,15.85,0.0,INCONCLUSIVE,32.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
688,688,1.0,15.6,15.6,0.0,INCONCLUSIVE,32.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
685,685,1.0,17.04,17.04,0.0,INCONCLUSIVE,32.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
684,684,1.0,24.79,24.79,0.0,INCONCLUSIVE,32.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
683,683,1.0,24.63,24.63,0.0,INCONCLUSIVE,32.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
682,682,1.0,14.65,14.65,0.0,INCONCLUSIVE,33.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
681,681,1.0,12.1,12.1,0.0,INCONCLUSIVE,33.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
680,680,1.0,14.15,14.15,0.0,INCONCLUSIVE,33.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
679,679,1.0,8.44,8.44,0.0,INCONCLUSIVE,33.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
675,675,1.0,20.23,20.23,0.0,INCONCLUSIVE,33.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
673,673,1.0,14.97,14.97,0.0,INCONCLUSIVE,33.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
671,671,1.0,24.42,24.42,0.0,INCONCLUSIVE,34.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
670,670,1.0,15.37,15.37,0.0,INCONCLUSIVE,34.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
668,668,1.0,15.27,15.27,0.0,INCONCLUSIVE,34.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
666,666,1.0,24.59,24.59,0.0,INCONCLUSIVE,34.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
665,665,1.0,25.53,25.53,0.0,INCONCLUSIVE,34.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.4 m here) -- damage cannot be ruled out at this precision"
664,664,1.0,18.57,18.57,0.0,INCONCLUSIVE,34.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.6 m here) -- damage cannot be ruled out at this precision"
663,663,1.0,20.76,20.76,0.0,INCONCLUSIVE,34.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.2 m here) -- damage cannot be ruled out at this precision"
662,662,1.0,17.37,17.37,0.0,INCONCLUSIVE,35.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
661,661,1.0,24.71,24.71,0.0,INCONCLUSIVE,35.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
660,660,1.0,15.67,15.67,0.0,INCONCLUSIVE,35.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
658,658,1.0,24.85,24.85,0.0,INCONCLUSIVE,35.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
657,657,1.0,10.96,10.96,0.0,INCONCLUSIVE,35.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
655,655,1.0,5.49,5.49,0.0,INCONCLUSIVE,35.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
654,654,1.0,25.49,25.49,0.0,INCONCLUSIVE,36.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.4 m here) -- damage cannot be ruled out at this precision"
653,653,1.0,18.98,18.98,0.0,INCONCLUSIVE,36.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
651,651,1.0,15.93,15.93,0.0,INCONCLUSIVE,36.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
650,650,1.0,14.08,14.08,0.0,INCONCLUSIVE,36.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
649,649,1.0,25.0,25.0,0.0,INCONCLUSIVE,36.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
648,648,1.0,7.81,7.81,0.0,INCONCLUSIVE,36.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
647,647,1.0,14.88,14.88,0.0,INCONCLUSIVE,36.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
644,644,1.0,24.76,24.76,0.0,INCONCLUSIVE,37.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
640,640,1.0,17.65,17.65,0.0,INCONCLUSIVE,38.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.4 m here) -- damage cannot be ruled out at this precision"
638,638,1.0,18.74,18.74,0.0,INCONCLUSIVE,38.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.7 m here) -- damage cannot be ruled out at this precision"
637,637,1.0,9.51,9.51,0.0,INCONCLUSIVE,38.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
636,636,1.0,12.12,12.12,0.0,INCONCLUSIVE,38.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
633,633,1.0,17.83,17.83,0.0,INCONCLUSIVE,38.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.5 m here) -- damage cannot be ruled out at this precision"
631,631,1.0,14.6,14.6,0.0,INCONCLUSIVE,38.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
629,629,1.0,21.6,21.6,0.0,INCONCLUSIVE,38.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.4 m here) -- damage cannot be ruled out at this precision"
628,628,1.0,24.96,24.96,0.0,INCONCLUSIVE,39.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
627,627,1.0,24.86,24.86,0.0,INCONCLUSIVE,39.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.2 m here) -- damage cannot be ruled out at this precision"
626,626,1.0,6.62,6.62,0.0,INCONCLUSIVE,39.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
622,622,1.0,17.06,17.06,0.0,INCONCLUSIVE,40.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
621,621,1.0,14.4,14.4,0.0,INCONCLUSIVE,40.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
618,618,1.0,25.27,25.27,0.0,INCONCLUSIVE,40.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.3 m here) -- damage cannot be ruled out at this precision"
